review-item-author,review-item-date,review-item-content
majmaji,"Aug 16, 2024",good product
jetset-29,"Sep 28, 2021",Great product and saved money! Win-Win!
loug56,"Jul 31, 2019",Good price for a quality product.
goni135,"Sep 26, 2017",
alumaray,"Sep 17, 2022",Great quality razors!
willardj1,"Oct 05, 2022",Good product and very smooth shave
magguyevan,"Oct 28, 2020",
racer462,"Jun 05, 2017",
sailon7790,"Jul 06, 2021",The value of the product was reasonable.
wilbus999,"Jul 01, 2023",Great product.
nichmirig_0,"Jun 23, 2023",Great razor blade.  Very smooth to the skin.
gus1665,"Dec 07, 2022",best price for these premier blades
fwd88jeep,"Jun 28, 2023",Quality
smedigovich1,"Mar 05, 2023",The first few shaves are fine but after the fifth one it is really dull and cuts me often.
nitrato,"Feb 16, 2021",Great as always!!
ronman27,"Jul 25, 2018",gives smooth shaves with no nicks or cuts
pacu88,"Dec 06, 2025",Great item good quality.
tonii0215,"Aug 24, 2021",They work great!
bethhughes1,"Aug 10, 2021",
elviade,"Oct 03, 2022",This are the only blades my husband uses.
golfab,"Jul 09, 2022",Good product
nonito118,"Dec 14, 2020",
polishpwr12012,"Apr 21, 2021",Good product but not great.
rjst1925,"Sep 11, 2018",
salteez518,"May 06, 2022",Great product!!!
ltyler179,"Sep 14, 2021",Real deal at the right price. 👍
pookierose,"Mar 27, 2017",
cubs92244john,"Aug 10, 2021",Awesome deal
keinan44,"Nov 16, 2021","Have not tried one yet, but look good"
pattygirl9,"Feb 18, 2019",Product was exactly what I expected. And received timely.
malarla-xn4fnfo,"Oct 26, 2020","Thank you, just received my package."
takdec0,"Apr 02, 2022",Cheap price saved money.
orchid407,"Sep 22, 2020",The right product for the job
bk2441_mthufy60i,"Apr 27, 2021",Good gillette blades for the best shave
ralphd6452,"Aug 01, 2018",
19smartghettoch...,"Jun 04, 2022",
wtracer32p5t,"Dec 21, 2021",Very smooth shave
sk27eb,"May 12, 2020",Blades provided the closest shave out of any refillable cartridges I've tried.
fiatspider81,"Oct 06, 2022",Good productThx
1933jeh,"Jul 09, 2019","don't know if this a genuine product, but is still good"
brutus4939,"Apr 17, 2024",Perfect just what I needed
paulakautz,"Feb 18, 2019",I’m glad to be able to get for an affordable price. Thank you!
jayrobles69,"Jul 03, 2019",
txazz_5,"Nov 30, 2020",OEM but cheaper
kemo7646,"Jun 22, 2021","Easy purchase, got right away"
jmgaytan,"Mar 15, 2021",GREAT ITEM GLAD TO GET IT.
yrral66,"Sep 21, 2021",These blades are the real deal not knock offs.
pichicuas702012,"Oct 11, 2021",Very good
derrickddx,"May 21, 2020",Real thing at a great price
fernando2327,"Nov 01, 2021",Thank great item
bigguy1er,"Jan 20, 2021",
mannkans,"Feb 18, 2019","Fantastic blades, I ordered another batch"
monomario77,"Jan 04, 2022",Good product for the money
arialsnds,"Aug 17, 2024",Worth the money! Will buy more in the future!
thomasg31009,"Jul 29, 2019",The best blades the best price
chriser57,"May 26, 2022",I found them more. Convenient than the one in the store
tinkable,"Apr 18, 2024",These work great
twinmu_88,"Apr 28, 2021",stays sharp longer than other blades.
whiteyez64,"Oct 29, 2022",Thumbs up
keith_s1988,"Jun 10, 2024",Great product
charlenorri_9,"Feb 27, 2022",Great product
mchyd_68,"Oct 23, 2023",Well priced and packed well
kosmoshoman,"Jun 30, 2025",Gives an excellent shave
nitro53gary,"Jun 19, 2020","Exactly as advertised, arrived early."
ejoe-tomahawkwo...,"Mar 05, 2021",Not bad for the price.
1234geo,"Dec 11, 2018",
wanel8518,"Nov 06, 2023",Good product works well.
christopheselde_0,"Jan 06, 2025",His razors are fantastic so glad I ordered them
receptayyi98,"Sep 01, 2021",Exactly what was advertised.
rico3234,"Feb 07, 2023",N/a
lublin1973,"Dec 12, 2018",Good product
blue699soccer,"Sep 17, 2018",Great item
bg20001,"Dec 02, 2021",Very satisfied!
jman454-1,"Nov 18, 2021",Smooth as silk
musicbuckeyenut,"Jul 21, 2020",Cheaper than Walmart
middal_o4ofpovcs,"Oct 19, 2021",I really like the razors
mtadaddennis,"Aug 27, 2022",Original is always the BEST.
fil2727,"Feb 24, 2021",It works
stasionyc,"Jul 31, 2019",Smooth quality shaves
bluebanty,"Jan 20, 2021","works gerat, close shave."
daves_18thtover...,"Jan 28, 2024",Works wel
gorarake_61,"Apr 26, 2024",It's very 😊 good
nplowman,"Apr 18, 2024","Legit, fast, and affordable like no other!"
adamjroth21,"Apr 20, 2024",Terrific deal - thank you!
copper230,"May 08, 2017",
fnk-123,"Jan 02, 2019",Awesome Blades
peluchin19,"Aug 09, 2017",Awesome razor and the best price
gooserat2,"May 06, 2022",Great shaving results!
ssuvalsky2014,"May 15, 2020",Excellent value & quality. Highly recommend!
stlsteve,"Mar 07, 2022",Smooothest shave I've found.
kissnt_51,"Apr 06, 2022",Good deal
toco-3846,"Jun 07, 2023",They were packaged nice and neat and work well.
manley49,"Nov 29, 2024",The razor blades worked perfect
ronwjusa09,"Jan 10, 2025",smooth
lemo.us.baxayu,"Nov 18, 2022",very useful
bmaur_1,"Mar 18, 2022",Nice price for the blades
danny,"May 17, 2019",
rogro.p.htkpyfc,"Jun 03, 2024",Good price.
buzzindozen12_6,"May 10, 2025",Shaves close with ease!!
carvela60,"May 27, 2019",Grateful. Much needed. Thank you
davethepastor,"May 28, 2019",Good price onine
tmcgarden,"Sep 28, 2017",Would purchase from again.
r-steve-a,"May 14, 2024",Great dealings here. Recommend to all
1946richard05,"Jul 20, 2021",Everything fine
checky1801,"Apr 08, 2023",Consistently great shaves.
teter9971_jk7e56,"Oct 21, 2023",The best
wkutops1965,"Dec 26, 2017",As advertised
arizona9666,"Aug 14, 2017",
roseann13music,"May 16, 2024",The best razors!
treasuredjewelers,"Dec 09, 2018",Comes in as shown
brendkrin0,"Jun 07, 2023",Very pleased
chicharroalberto,"Apr 27, 2020",
brokerintime,"Aug 02, 2021",Thank u
tegrogan10,"Aug 12, 2019",Arrived as promised
jobrace7438,"May 10, 2018",Great product.
arusso6101,"Mar 11, 2020",Great
kalan06,"May 27, 2023",Sharp razor
alamannin-0,"Jul 17, 2021",Just as described thank you
rafde_42,"Aug 04, 2020",The best
sandysmusic52,"Dec 03, 2019","They give a smooth shave, and they haven’t nicked me yet."
mad378,"Feb 18, 2019",Better price than stores
red_classics,"Jul 16, 2018",Perfect
MxQcoZbOSs6@Del...,"Aug 26, 2020",Great
ritchie8036,"Jun 24, 2023",Exactly as described
rrd-7jns4reo,"Oct 04, 2021",glides over my face
alteute0,"May 21, 2023",Exactly as described and more of a bargain than I expected.
gobow2,"Nov 19, 2020",Buy again
whi-richa,"Aug 17, 2017",I'm happy I bought them
edmadr-80,"May 13, 2024",thanks
brianmccoin,"Jul 20, 2017",Didn't like the orange rubber piece on bottom of them my last ones didn't have that . didn't notice until opened.
cubfan6baseball,"Feb 22, 2021",Perfect!
baseballfreak132,"Nov 02, 2021",smooth shave
joejes87,"Apr 12, 2024",The blue ones are better
markemark1999,"May 15, 2019",I didn't get them
josevictofelici...,"Nov 05, 2025",Tiene un buena banda para que el rasurado se mas suave
js16_4954,"Sep 12, 2025",Lo pude probar y es muy bueno
darneyalles,"Jul 23, 2025",Excellent product!!
dppags,"Oct 17, 2024",Great product great price
carpetsales45,"Jun 05, 2024",Good value
beto8090,"Jul 19, 2024",Good Quality
andres67nov,"Apr 15, 2024",Ok
hotlookenstuff,"Jun 01, 2024",Great job
saidmour1,"May 23, 2024",good
snooc,"Apr 12, 2024",A1
pauliski2,"Mar 04, 2024",excellent product and price
whitelighting0863,"Dec 10, 2023",Nice
jurush2012,"Nov 10, 2023",Good.
swanarchrobert,"Oct 07, 2023",very good
springers22,"Sep 30, 2023",Great blade!
daddyterrier,"Sep 13, 2023",It works
amelsuzy,"Aug 16, 2023",Nice
hkkyy,"Jul 23, 2023",quality blades
telefono123,"Jun 29, 2023",Nice good price
md001101106,"May 17, 2023",fine
bossingcc,"May 08, 2023",like it
cakeladybu,"Mar 22, 2023",great price
4537ronnie,"Feb 10, 2023",Great product for a great price!
ernigerris-0,"Jan 11, 2023",I Love Gillette Fusion 5 blades ! Thanks Ernie
lelewi-99,"Jan 04, 2023",great razor blades
ferre-8,"Dec 24, 2022",El producto es muy funcional y duradero. El producto también es accesible y diferenciado.
gtwb1234,"Sep 09, 2022",All good
j3put,"Sep 06, 2022",Excellent value!
purram-f3jc5u,"Aug 02, 2022",excelente lo recomiendo
benfica1952,"Aug 01, 2022",Excellent product
miritaosmar2012,"Jul 30, 2022",Excelente producto 👍 el mejor
ghansen3vj9,"Jul 19, 2022",Great Price for a great product!!
johndianne694,"Jul 04, 2022",Original blades good price
hc525,"Oct 19, 2021",EXCELLENT
notgerman,"Sep 13, 2021",Excellent razors!
rsamie,"Jan 18, 2022","Great blades,"
937137,"Dec 06, 2021",Blades are very good
2011hpchin,"Oct 12, 2021","Good blades, good value."
colt600,"Aug 17, 2021",Good
2w9G20xyQaq@Del...,"Jun 16, 2021",Super
titorivera14,"Jun 08, 2021",
09hectorhector09,"Apr 08, 2021",Exellent
gskend,"Mar 09, 2021",good
husbandsj,"Mar 08, 2021",Great value for money
will-o-stik,"Feb 17, 2021",works great
ninono42,"Jan 27, 2021",very good
clavelo,"Oct 27, 2020",
yazgar_7,"Jun 30, 2020",Muy buena la recomiendo
ancarras87,"May 23, 2020",MuyComplacido
clarencguidr-0,"Mar 10, 2020",Great Product
dh1.davi,"Dec 30, 2019",Los recomiendo baratas originales
elmercardona01,"Sep 23, 2019",
123escanio,"Feb 05, 2019",Nice product
jamessaved1992,"Jan 01, 2019",great
campdrop,"Dec 26, 2018",great
wwfjf.p1m4kjt,"Nov 21, 2018",Very sharp good blades.
cryspy123,"Sep 26, 2018",Es de buena calidad
elielysee,"Sep 12, 2018",Good value
fcammarata,"Apr 18, 2018",Product met expectationsk
pmarty17,"Dec 01, 2017",Great price
lechero0280,"Oct 16, 2024",Price
fakhou40,"Nov 21, 2022",good
ruipr-kr751cqv,"Jun 22, 2021",Solo deseariamos estuvieran mas afiladas
astro*boy,"May 25, 2021",great blades
manny21010,"Feb 10, 2021",Excellent product
cappy-one,"Mar 01, 2024",very good
zeke5513,"Feb 04, 2025",By far the best product on the market and I have tried every thing you can imagine. Reliable Richard is definitely the real deal! Just make sure you drink plenty of water before taking it. For best results take it with plenty of water on empty stomach or at least two hours after eating with plenty of water. I have tried all of the Reliable Richard products but the original is the best for me. Highly recommend!!!! A++++++++++
franolisti-0,"Nov 07, 2019","This pill does work. However, it comes with major Side effects. I couldn't sleep for 3 days because of of back pain , and leg pain. Not to mention, the headaches I got from using it. on the plus size, my erection was long lasting."
michaelhawkins1,"Apr 29, 2022","""Richard"" has become a Very Special Friend of our family, He goes with us on trips, and helps us to enjoy our moments together. I've been using Richard for over two years. The Pros are ... it actually works, for up to three days, No headaches like other products, a very good value. Can't really think of a Con. There Customer Service has been EXCELLENT!"
archerx7,"Mar 27, 2025","This product works! I tried this by using one capsule as directed and was Amazed! It was as though I went back to being 20 yrs old again. The effects lasted at least 4 days, Rock Hard and stayed that way for as long as I needed! I will recommend this product. Oh by the way I'm 62 yrs of age.Thanks!"
fatboy_505,"Jan 15, 2019","Best pill I've ever used. Works every time as long as your on an empty stomach. No side effects. Only complaint is the potency has definitely been reduced. I now have to take 2 for the full effect and it's only my 2nd pack. Overall, highly recommend."
fishlakeharris2012,"Jul 23, 2020",This product works for multiple days with virtually no side effects. It works best if taken the night before or a day ahead of your encounter. The recovery time is fast. Seems like the effects of this product was the same for me if I taken one or two pills at the same time. The product also increased my stamina.
chevymancan,"Jul 13, 2018","Ok there is good and bad with these for me. I'm 30 years old and my stuff works like it should without these pills, but they are fun for a weekend of sex. They do work and work well I've taken one so far and I've felt the effects for about 3 days now. The bad is the headache that a lot of the pills on the market bring, the headache was pretty bad but I had excedrin on hand to help with that once the migraine died it was on like donkey Kong and I was pretty impressed actually and i think personally that the headache is worth it for the performance these bring"
rap357,"Feb 26, 2017","I'm happy to report the amazing results I had with this product. No side-effects, it works fast, and it actually DOES work 3 or 4 days later. I had bought various Rhino pills from Ebay perhaps ten times, and at best, my results with Rhino were mixed. More often, they simply did not work When I bought Reliable Richard, it was at something of a last resort. I really wasn't optimistic. Well, I'm optimistic and very pleased--and so is my wife!"
dam_engineer_fla,"Dec 25, 2016","I am also taking L-arginine and pycnogenol, but they were not getting the job done. One pill of the reliable richard added to the mix gave me a good erection. Viagra has stopped working for me, and I have been experimenting with herbal products. Most are only partially effective, and have to build up in your system for a few weeks - this one works right away! Some people report headaches, but I'm happy to say that did not occur with me."
floydiansoul,"Oct 07, 2019",In the past I've spent a fortune on the name brands but this stuff is pretty much just as good! It'll make her pleased.
msw55-0,"May 12, 2023",I've used this product for about a year or so and before that I was doing Viagra and Cialis with headaches and loss of vision and it didn't always work. This stuff is amazing I can take one pill a half hour before and I'm ready to go like I was in my thirties but it's not only that one pill works for several days for me. And it's not like an erection that doesn't go down it's more like when I was in my thirties when I wanted it to be up all I had to do is think it and it was there. It's the same now with reliable Richard will keep buying this product.
hughes7664,"Jan 27, 2019",As with any of these kind of pills you will experience some kind of side affect. Others I have taken have made me feel flushed and hot but this one made me feel like something heave was on my chest and I dont know if it was the pill or not but I had indigestion real bad for a few days. But after I took the pill about 2 hours went by and then it started working and for 4 days it kept working. So it does work for me and it may cause some side affects. I will try another one and see if I get same results.
mark_2960,"Oct 10, 2023","Took 1 pill along with two aspirin in the evening. The results were amazing (63 year old here). Had a nice hard morning erection. Also helped with PE; lasted much longer before ejaculating. Did not have any side effect issues and for the next 4 mornings, woke up with wood. Highly recommend this product and the Seller; rate AAAAA+++++"
qnnqu_fc4szeyvs,"Apr 16, 2023","Hello this is the second time i order this product to give a second chance but honestly it give me real bad muscle pain pretty much all over my body and keeps me awake too , plus it doesn't do much like it supposed to , this is the last time I will purchase this product  !!"
xmax-1,"Aug 23, 2017","First time using it gave me a slight Product seems to work as described and works for more than a day....for me it seemed to work at least 4 days.  it takes a few hours to get into your system, not like RX stuff (cialis), plan on taking it at least 2-3 hours before hand (for me anyway).Shipping took only a few days not weeks.overall: great seller, fast shipping and good product."
miles1205,"Sep 28, 2017",Sample u sent worked great no side effects.  The regular pkg had my back hurting. Products definitely works as advertised if u can deal with the mild side effects  worked for 5 days  if u just have any thoughts it works lol. Would give 5* if the regular package worked like the sample did with no effects and last 5+ days.    Thanks again
ha5efhm-sm-@del...,"Jun 13, 2018","I am a burn survivor.  Survived house fire in 02'. I was burned 95% 3rd & 4th degree, my little friend was spared but damaged. The last 8 yrs of my marriage were very difficult. My ex-wife started telling me I was a waste of a man, I was disfigured & I disfunctioned as a man. She left in in 2010, leaving me a hollow shell of my former self. I prayed for 7 long years for GOD to send me someone who would love me for me, & I was finally answered. We started dating & fell in love, & the moment of truth finally came about. After the fire, the humiliation, & the years alone my performance was sub standard far below where it should be. I was embarrassed,  but not entirely shocked. I tried every remedy I could find from prescriptions to herbal supplements, vacuum pumps to whatever you can imagine."
kmartin124124,"Apr 05, 2018","My experience, I took it and no real notice until later that night when I got aroused with a massive erection. next day woke up with wood. Did have the mild headache but, its allergy season so could be that."
rec0524,"Sep 05, 2018","This is a very highly recommended by me product. It makes me bigger for several days and ready to have intercourse for days at a time. I love the feeling it gives my genitals from just having taken it, and lasts longer than anything I have ever used before!"
kensut_6389,"Oct 28, 2022","Product worked but got heart burn ""almost never get heart burn with anything"" also slight headache. Also the product stated up to four daysNOT!!! Two days max. I will be reordering but it seems once its in your system drops down to one day but it does help.If I wasn't having the couple of difficulties I would have rated it higher."
chrisw274-2,"Feb 13, 2018","For the skeptics and naysayers, the Double 'R' has been tried and tested and the verdict is in!! It's definitely on point use as directed!No side affects!!!"
shermapowel-0,"Jun 08, 2020","I recommend Premierzen, Synergy, or Xplosion. This stuff didn't work for me. Over  the counter Libido Max is a better than Unreliable Richard. Live and Learn.  I used this product minus all the supplements that I take for the gym. This stuff really does work; and it lasts several days. Taking pro hormones ceases testicular testosterone production. This stuff is reliable.  My apologies for the previous comments."
banknatha,"Jul 05, 2017","It does work well. However, it interferes with sleep. If you don't want insomnia don't use this. I tried it 3 times (even with half early in the morning) and each time it created a sleepless night with very little sleep. When will manufacturers learn that most people don't need something that lasts more than 8 hours!"
talex360,"Oct 23, 2017","I had fair results using this product on an empty stomach, but I've had better experience with Schwinnng.This didn't last a full 24 hours as the previously mentioned item that lasted a good 48 hours, but I didn't have any adverse effects either.Still hoping to find something that is both affordable and effective without terrible side effects.I AM pleased that it was available in a 4ct trial pack though, so I didn't have to spend a lot of money."
fit4lifepow,"Sep 02, 2022","Small doses often help alleviate the digestive issues these can cause, go slow, use a little at a time. Best product on market."
jaw-7452,"Aug 22, 2023",I ordered the extreme formula in error. In my opinion the original Reliable Richard is a better product but I'm sure it' works for everyone differently. It was my error so be it.
hejohnson,"Jan 12, 2019","Had my doubts, it works! I started out taking 1 pill since the directions say 1 to 2 pills and after a couple hours I really didn’t feel any of the male enhancement affects one usually feel, so I dropped a second one. After about 45 minutes I could feel the pressure start to build...”Long Story Short” The Wife and I had a great night and the side effects were very minimal for me, just a mild headache, nothing like viagra!"
grzegorzrzeszutek,"May 20, 2018","Follow all direction, hydrated well. Even in suffering, I try again and again with a minor result. Instead, I had a huge headache and had problems with my vision. But the scariest was intensive chest pain. This product should be banned and modify to be much safer, without so many side effect that stays in your body for a way too long!"
sergatla-0,"Nov 27, 2017",the product is quite amazing more effective that any viagra or cialis I tried. it really gives the feeling that you are 20 years old for a straight three to four days. Couple of friends to whom i gave free tablets loved it.  I stop to use because it gave me some strange sensations on my legs and very kindly the people of reliable richard have been very professional and told not to take it anymore. Great buy to share between friends and chances that you will be amazed.
youngjedi9596,"Mar 12, 2018","Absolutely incredible! It is true that it can last for days; especially after taking it three days or more in a row. Reliable Richard allows you to always be ready, and ready with viable results that you and your partner will absolutely enjoy! I must admit that I take a GNC vitamin/product as well daily which allows me to get my 2000 IUD of Vitamin D (along with a multivitamin suppliing the remaining 400-500 to complete the daily 2000 needed as a man). As well, I take 50mg of zinc, and tongkat ali as well. These are daily regimens  and help for sure though Reliable Richard is the is the icing on the cake for sure. All other supplements listed are baseline only and Richard comes through and ties them all together,  for an always available and fantastic experience!This is all  coming fro"
firefighter_nremtp,"Jan 07, 2019","As time and age begins to take its toll on a man, or at least me, I’ve gotta day that after long last is a product that truly works. I’ve tried so many other products and found limited satisfaction. Without a doubt whatsoever, this is the BEST I’ve ever found on the market. Worth every penny. I haven’t experienced any headaches or side affects. Being almost 50, I actually feel like I’m in my 20’s again. A truly amazing product. You will be 100% satisfied and so will she. BUY IT!!!"
nixpixstore,"Jun 27, 2018","It worked for me. Some additional side affects were acid reflux, Higher blood pressure. Same as the expensive pharma pills!"
rsalonzo97,"Jan 03, 2022",These are the best pills I’ve used and in my opinion they work better then the blue pills. It’s like I’m 18 again waking up with morning wood and having to remember how to cover up discreetly in public with wood. I can get an erection with no problem now and I can last longer and have more control when I ejaculate. The wife really enjoys the benefits also. Wink wink
dean3203,"Oct 29, 2019","Did nothing for energy, sex life just nothing. I can take ""insta pills and get magic for pleasure but wanted something a little less immediate and maybe more energy but then again many of us fall for the all around thing and there isn't one besides youth and or time to work out all the time."
freda5461,"Mar 08, 2022",The Best product I have ever had in my life it gets the job done and it hasn't let me down at anytime of all my needs I will continue to buy this product for the rest of my life I just Love i
kimtwn,"Dec 06, 2018","I know you are doubtful to believe its effectiveness.I was same to you before using because it is not a Viagra nor a Cialis.But, it works.In my case, it was better from second day of dose and it kept 3-4 days."
luv2s-9051,"May 18, 2023","Love this product. Always works well for me. I guess these products can vary for everyone, your experience might be different. My only issue is the cost. 38$ for 10 pills is  pretty steep. That being said, I’m sure I’ll be getting more when it’s time."
ibk5p5lZQya@Del...,"Mar 19, 2017","This product worked as describe, but for me I suffered headache for more than 3 days after taking just one tablet out of the ten.Overall I may rate it effective because it work, but the drawback was the persistent headache I endured for days and I never used it again but it may be good for someone else.Thank you."
gilbergualbert_0,"Oct 05, 2024","Coz this product really works, with no side effects, it is very much better than the rest.Thumbs up !!"
chooch494fka,"Mar 17, 2017","took 2 pills the first time i used it then 1 pill each time after that it work great!!! got some good erections, would recommend to try it you'll like it!!!"
ivo_ca1,"Oct 03, 2017","Its a good product and really last 4 days,but the headache after that is for sure,thats the only side effects after taking one pill,rather than that you rock :)"
martins421,"May 14, 2018",I never thought I would find a product like this. There is nothing like this anywhere. I never comment on items but I can't let this go. This beats everything sold on line or prescriptions. Never experienced anything like it and no headaches with it. I still can get it on easy the next 2 days. Amazing and unbelievable. Thanks for being honest and real!!
kennedyusa2000,"Jul 21, 2018","Not healthy for human body, I felt very uncomfortable for days, headache and body weakness with red eye. Look take my advice to try something else. I took just one and trashed the rest plus it didn’t really do the job as described"
jscr0729,"Oct 20, 2019","Folks let me tell you, this stuff works and works well. Only down side is it seems to give me a real faint headache. This product is absolutely wonderful even with the slight headaches. Only thing is it last for 3-4 days, that’s good unless you have to go to work and every time your pants rub that sweet spot it gets hard :) . Usually takes a couple hours to get into the system good, so take it earlier than needed.I’m a firm believer in this product and it’s one that truly works. I recommend giving it a try and you’ll be happy you did."
deaninthe509,"Mar 19, 2018",Legit product! I was skepical buying from the internet but the product had alot of great reviews. Takes affect in about 2 hours no bad side affects just minor headache tylenol will take care of it. Stays in your system for a few days Im 57 and got morning wood first time in about 10 years LOL Im ordering 50 pack next save money
2006needles,"Jun 17, 2023",I have used the reliable richards products for 5 years now and it is the best product I have used for my needs....
char2065,"Dec 28, 2024",This is a great product for a  great price that works like a charm. The long lasting effects are remarkable.
tlayne1209,"May 25, 2018",I didn't really need to take them but I was tempted to see what all the talk was about from my 65 yr old coworker. And man oh man I'm a true believer. I'm on my 2nd order and tell people about it. I get the sinus trouble but for the results I get I can deal with it for those couple days and have about 5 days with it still working. 😎😎😎
jscali1,"Feb 25, 2020",Don't get me wrong this pill did the job but it also gave me a whole lot of pain from the neck all the way to my ankles couldn't sleep and very uncomfortable. It lasted about 4 and 1/2 to 5 days I'd rather not go through that again.
isiah-99,"Dec 29, 2023",Have bought this product several times always has worked for me this time it did not work. Don’t know if I got a bad batch. I would not recommend.
FjbrGKcET5G@Del...,"Mar 05, 2020",They work very good and did not experience any after effects. These lasted about 3 days although earlier purchases seems 5-7 days. Still work great!
yrucrum,"Oct 02, 2022",This product actually performs as it is advertised and has no side effects.
xsd_vv6sqy2@Del...,"Dec 10, 2019","Man this stuff is good, just make sure you take it on an empty stomach I would recommend 3-4 hours after eating, it took about 30-45 minutes before it worked for me I took it 12 hours ago and  I'm still ready to go just waiting for my wife to wake up and it's on again."
carvinplayerdude,"Jun 19, 2018",The real stuff. Wouldn't take whole capsule to start so try half. Effect lasted 3 days and noticed some head stuffiness and pressure but no real headache or stomach ache so it was totally tolerable. Will give you quick amazing erections when your ready for up to three days for me. Take hour ahead of time to be sure on empty stomach. I took half on empty stomach and ate an hour later then took the other half after eating and still it performed great!
justrac54,"Jan 14, 2020",it works very well but side effects are horrible delayed lower back pain heart burn for 6 days preventing from eating if eat i get heart burn right away    sorry it was a bad experience for i would not try it again the rest of the pills down the drain
alonzstergi0,"Jan 05, 2020","After reading some of the comments about this product I decided to give it a try and it works... plain and simple. I’ve tried some products out there and in my opinion it’s # 1 in my book. Erection last long, powerful orgasm, and not to mention it has long lasting effect in a positive way."
2004tib,"Aug 25, 2021","Product really works, I had no side effects from this. I do not know how to buy more, no one carries it."
pm0718,"Apr 25, 2020",Highly effective product line. Works as advertised. I’m 50 yrs old and at times I feel as if my erections are not reaching their full potential. One 2 pill dose of RR and you will easily achieve rock hard erections several times per day for several days. I guarantee you won’t be disappointed. And I want to add that I’ve not experienced any adverse reactions to any RR products. No headache or anything else but enormous erections
bonarch_23,"Nov 30, 2021","I did receive my product on  time, but I haven;t used it yet. As an  older man I've used it in the past and.it worked for me. So it is fair to say it'll definitely work for other guys."
garyphilip61,"Oct 26, 2021","I've used other products but none have compared to Relable Richard, at least none in the last several years.I'm 60 years old and my first weekend using this product brought back the virility of 30 something. She was like ,Wow! you had no problem 2 days back to back.If I had this product at 30 I would probably stay in trouble."
servanecross,"Dec 03, 2017","I have tried scores of other enhancement pills but this is the end-all/be-all right here.  Reliable Richard is my jam!  And it doesn't hurt that it lasts up to 3 days for me.  Definitely a bonus.  I've heard with some guys the effects can last up to 4 days but it was only 3 days for me.  But still, that's a value.  I will definitely be stocking up on these.  In fact, every pay check I order more."
tpark27252,"Jun 12, 2018","it gave me a headache....not a serious headache...but I had to take a headache pill after using this.Besides this problem, it works so well, lasting at least three days.."
fiegeman500,"Apr 24, 2019",I works better than any other  product I have used including viagra
jxhale,"May 07, 2017",I didn't know what to expect. Purchased these for my fiance. I was kind of ticked off at the price because I thought I was buying a whole pack. I've never had to buy anything like this so I was unaware of the price. I digress. 1 pill took him through 4 days!! Money well spent!! It worked for him...I May have to hide the other ones because I'm tired now!! LOL!! BOMB PILLS!!
1340deal,"Jul 10, 2018",This product really worked for me ...Being curious I tried it and found it to be very effective...However I have to think it was the product that gave me a headache but to be fair I had a beverage to go with it.. maybe for me I should take at bedtime and after I've had dinner...but it did work...
lovemybuffalobills,"Sep 09, 2019",This is one of the best pill I ever took so far! Works really good you can tell the the size and performance! Super hard next morning! Light headache next day but doesn’t stop me will keep buying this product
bradfish70,"Jan 22, 2020",I took two on Friday and they worked good. Only issue is I had a headache till Monday. I will be throwing the rest away.
s10-country,"Dec 13, 2019",I'm 66 have tried a lot of these things. But RR is real. My wife has named them happy pills. Aches & head aches no different than any other day for me. On my second order now.
rock_guy_2000,"Jan 07, 2020",I was skeptical and concerned about some of the side effects reported in other's feedback but decided to Reliable. I took about half a pill late in the day and the following morning I could feel something was different. No headaches or trouble sleeping as others have reported and it works! I don't know if this product would work for everyone having ED problems but I'm a believer!
blamex1225,"Aug 21, 2017",I will say this product definitely worked for me I give it 5 stars. I'm from Houston tx. I felt the product with only taking 2 pills lasted me 5 days easily. powerful stuff.
456PoiSaTuu@Del...,"Feb 23, 2022",Did not work for me.  Good thing was no side effects.  Thought it was a Placebo￼. Have used better products with less cost
f_pfrp_aelkc8,"Mar 21, 2024","Works great, I’ve been purchasing this product for over two years and I’m very satisfied, not so happy about the price increase but nevertheless great product"
tiborhun,"Feb 13, 2018","It works, because they sneaked some Viagra in it. It gives me the same side effects as Viagra, no difference. Viagra is a lot cheaper to buy online from those reliable Indian Pharmaceutical companies ~ $1 per 100mg pill. Forget about this scam product! You just wasting your money!"
bboness2211,"Mar 11, 2018","Normally I  dont write reviews but man this stuff works!! Tried many but this is by far the best one I've tried. Better than any other, black mamba, rhino, rock hard, all nite, Xplosion have nothing on this. Would totally recommend, it worked for a few days after too.. Only bad thing i can say about it is I got a small headache the morning after but nothing a Tylenol can't fix. Dont waste your $ on others this one really works. Will be a loyal customer. Thank you. Feel like I'm 18 again! 😂"
racingjohnny67,"Jan 24, 2018","If your looking for a boost in your penis, this is it.  It does last around 4 days taking 2 pills.   Works within 2 hours.  You'll know,  your penis will start getting erect with minimal thoughts.  That's the only draw back is if your at work and think about something sexy,  your going to get hard.  There's no jittery feeling,  actually you don't even know it's working until you count your hard on's,  since you've started taking it."
lariaton8,"Sep 14, 2021","Glad that I purchase this product, first day I useIt got me going for a long ride, it make me feelYoung like (young guns). I recommend Reliable Richard to anyone in my age, I was born last Century, so it did what it was suppose too.Great and effects can be notice afterwards I mean you don’t take another it last a few more rounds."
macmanals2012,"Aug 11, 2017","I have tried all kinds of supplements and they all give you this bull about how its the best on the market, but no of them work except yours this is the first supplement that actually gives you a boner every time you use it. I will be using it all the time from now on. Great product where have you been all these years and why haven't I heard about it before. I will be buying more every month. Awesome product. Thank you."
